x,y
0.0002836680,0.9777082749
0.0002856680,0.9749926139
0.0002876680,0.9721229902
0.0002896680,0.9690998570
0.0002916680,0.9659236917
0.0002936680,0.9625949959
0.0002956680,0.9591142952
0.0002976680,0.9554821392
0.0002996680,0.9516991015
0.0003016680,0.9477657795
0.0003036680,0.9436827942
0.0003056680,0.9394507906
0.0003076680,0.9350704367
0.0003096680,0.9305424244
0.0003116680,0.9258674687
0.0003136680,0.9210463077
0.0003156680,0.9160797029
0.0003176680,0.9109684384
0.0003196680,0.9057133215
0.0003216680,0.9003151820
0.0003236680,0.8947748722
0.0003256680,0.8890932671
0.0003276680,0.8832712639
0.0003296680,0.8773097819
0.0003316680,0.8712097625
0.0003336680,0.8649721690
0.0003356680,0.8585979864
0.0003376680,0.8520882212
0.0003396680,0.8454439014
0.0003416680,0.8386660762
0.0003436680,0.8317558159
0.0003456680,0.8247142117
0.0003476680,0.8175423756
0.0003496680,0.8102414400
0.0003516680,0.8028125580
0.0003536680,0.7952569025
0.0003556680,0.7875756668
0.0003576680,0.7797700637
0.0003596680,0.7718413259
0.0003616680,0.7637907054
0.0003636680,0.7556194735
0.0003656680,0.7473289205
0.0003676680,0.7389203557
0.0003696680,0.7303951067
0.0003716680,0.7217545199
0.0003736680,0.7129999596
0.0003756680,0.7041328084
0.0003776680,0.6951544665
0.0003796680,0.6860663516
0.0003816680,0.6768698990
0.0003836680,0.6675665606
0.0003856680,0.6581578058
0.0003876680,0.6486451203
0.0003896680,0.6390300062
0.0003916680,0.6293139818
0.0003936680,0.6194985814
0.0003956680,0.6095853551
0.0003976680,0.5995758681
0.0003996680,0.5894717012
0.0004016680,0.5792744498
0.0004036680,0.5689857243
0.0004056680,0.5586071494
0.0004076680,0.5481403639
0.0004096680,0.5375870207
0.0004116680,0.5269487863
0.0004136680,0.5162273405
0.0004156680,0.5054243765
0.0004176680,0.4945416001
0.0004196680,0.4835807299
0.0004216680,0.4725434966
0.0004236680,0.4614316433
0.0004256680,0.4502469245
0.0004276680,0.4389911065
0.0004296680,0.4276659668
0.0004316680,0.4162732936
0.0004336680,0.4048148861
0.0004356680,0.3932925536
0.0004376680,0.3817081156
0.0004396680,0.3700634015
0.0004416680,0.3583602502
0.0004436680,0.3466005095
0.0004456680,0.3347860366
0.0004476680,0.3229186972
0.0004496680,0.3110003651
0.0004516680,0.2990329225
0.0004536680,0.2870182591
0.0004556680,0.2749582722
0.0004576680,0.2628548662
0.0004596680,0.2507099523
0.0004616680,0.2385254485
0.0004636680,0.2263032787
0.0004656680,0.2140453730
0.0004676680,0.2017536671
0.0004696680,0.1894301019
0.0004716680,0.1770766235
0.0004736680,0.1646951826
0.0004756680,0.1522877345
0.0004776680,0.1398562384
0.0004796680,0.1274026574
0.0004816680,0.1149289580
0.0004836680,0.1024371100
0.0004856680,0.0899290860
0.0004876680,0.0774068611
0.0004896680,0.0648724128
0.0004916680,0.0523277204
0.0004936680,0.0397747648
0.0004956680,0.0272155284
0.0004976680,0.0146519943
0.0004996680,0.0020861464
0.0005016680,-0.0104800308
0.0005036680,-0.0230445532
0.0005056680,-0.0356054365
0.0005076680,-0.0481606973
0.0005096680,-0.0607083530
0.0005116680,-0.0732464221
0.0005136680,-0.0857729248
0.0005156680,-0.0982858830
0.0005176680,-0.1107833206
0.0005196680,-0.1232632643
0.0005216680,-0.1357237433
0.0005236680,-0.1481627899
0.0005256680,-0.1605784399
0.0005276680,-0.1729687327
0.0005296680,-0.1853317118
0.0005316680,-0.1976654248
0.0005336680,-0.2099679242
0.0005356680,-0.2222372672
0.0005376680,-0.2344715163
0.0005396680,-0.2466687397
0.0005416680,-0.2588270112
0.0005436680,-0.2709444110
0.0005456680,-0.2830190255
0.0005476680,-0.2950489479
0.0005496680,-0.3070322788
0.0005516680,-0.3189671257
0.0005536680,-0.3308516040
0.0005556680,-0.3426838369
0.0005576680,-0.3544619562
0.0005596680,-0.3661841017
0.0005616680,-0.3778484226
0.0005636680,-0.3894530768
0.0005656680,-0.4009962319
0.0005676680,-0.4124760650
0.0005696680,-0.4238907633
0.0005716680,-0.4352385244
0.0005736680,-0.4465175563
0.0005756680,-0.4577260779
0.0005776680,-0.4688623192
0.0005796680,-0.4799245217
0.0005816680,-0.4909109386
0.0005836680,-0.5018198350
0.0005856680,-0.5126494882
0.0005876680,-0.5233981881
0.0005896680,-0.5340642373
0.0005916680,-0.5446459516
0.0005936680,-0.5551416600
0.0005956680,-0.5655497052
0.0005976680,-0.5758684434
0.0005996680,-0.5860962454
0.0006016680,-0.5962314959
0.0006036680,-0.6062725946
0.0006056680,-0.6162179558
0.0006076680,-0.6260660091
0.0006096680,-0.6358151993
0.0006116680,-0.6454639868
0.0006136680,-0.6550108482
0.0006156680,-0.6644542757
0.0006176680,-0.6737927782
0.0006196680,-0.6830248811
0.0006216680,-0.6921491263
0.0006236680,-0.7011640732
0.0006256680,-0.7100682982
0.0006276680,-0.7188603951
0.0006296680,-0.7275389757
0.0006316680,-0.7361026694
0.0006336680,-0.7445501240
0.0006356680,-0.7528800055
0.0006376680,-0.7610909984
0.0006396680,-0.7691818063
0.0006416680,-0.7771511515
0.0006436680,-0.7849977755
0.0006456680,-0.7927204393
0.0006476680,-0.8003179233
0.0006496680,-0.8077890278
